StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason
GroupOneStrategy,2019-Oct-10 13:37:59.964000,2019-Oct-10 13:37:59.964000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.225000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860288,,
GroupOneStrategy,2019-Oct-10 13:38:35.298000,2019-Oct-10 13:38:35.298000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.235000,0.176526,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860289,,
GroupOneStrategy,2019-Oct-10 13:38:40.526000,2019-Oct-10 13:38:40.526000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.200000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860290,,
GroupOneStrategy,2019-Oct-10 13:39:31.509000,2019-Oct-10 13:39:31.509000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.140000,0.176314,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860291,,
GroupOneStrategy,2019-Oct-10 13:40:14.265000,2019-Oct-10 13:40:14.265000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.155000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860292,,
GroupOneStrategy,2019-Oct-10 13:40:41.733000,2019-Oct-10 13:40:41.733000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.155000,0.176347,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860293,,
GroupOneStrategy,2019-Oct-10 13:41:22.977000,2019-Oct-10 13:41:22.977000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.155000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860294,,
GroupOneStrategy,2019-Oct-10 13:42:09.411000,2019-Oct-10 13:42:09.411000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.155000,0.176347,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860295,,
GroupOneStrategy,2019-Oct-10 13:43:02.321000,2019-Oct-10 13:43:02.321000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.170000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860296,,
GroupOneStrategy,2019-Oct-10 13:43:12.454000,2019-Oct-10 13:43:12.454000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.170000,0.176381,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860297,,
GroupOneStrategy,2019-Oct-10 13:45:02.146000,2019-Oct-10 13:45:02.146000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.180000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860298,,
GroupOneStrategy,2019-Oct-10 13:45:04.552000,2019-Oct-10 13:45:04.552000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.180000,0.176403,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860299,,
GroupOneStrategy,2019-Oct-10 13:47:25.912000,2019-Oct-10 13:47:25.912000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.150000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860300,,
GroupOneStrategy,2019-Oct-10 13:47:28.150000,2019-Oct-10 13:47:28.150000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.150000,0.176336,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860301,,
GroupOneStrategy,2019-Oct-10 13:47:29.851000,2019-Oct-10 13:47:29.851000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.150000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860302,,
GroupOneStrategy,2019-Oct-10 13:47:39.490000,2019-Oct-10 13:47:39.490000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.200000,0.176448,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860303,,
GroupOneStrategy,2019-Oct-10 13:47:42.574000,2019-Oct-10 13:47:42.574000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.200000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860304,,
GroupOneStrategy,2019-Oct-10 13:47:42.641000,2019-Oct-10 13:47:42.641000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.200000,0.176448,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860305,,
GroupOneStrategy,2019-Oct-10 13:50:08.782000,2019-Oct-10 13:50:08.782000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.060000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361434382860306,,
