StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
GroupOneStrategy,2019-Oct-10 13:37:59.964000,VXX,100,25.225000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835787,,FILL
GroupOneStrategy,2019-Oct-10 13:39:31.509000,VXX,-100,25.140000,0.176314,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835788,,FILL
GroupOneStrategy,2019-Oct-10 13:40:14.265000,VXX,100,25.155000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835789,,FILL
GroupOneStrategy,2019-Oct-10 13:40:41.733000,VXX,-100,25.155000,0.176347,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835790,,FILL
GroupOneStrategy,2019-Oct-10 13:41:22.977000,VXX,100,25.155000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835791,,FILL
GroupOneStrategy,2019-Oct-10 13:42:09.411000,VXX,-100,25.155000,0.176347,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835792,,FILL
GroupOneStrategy,2019-Oct-10 13:43:02.321000,VXX,100,25.170000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835793,,FILL
GroupOneStrategy,2019-Oct-10 13:43:12.454000,VXX,-100,25.170000,0.176381,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835794,,FILL
GroupOneStrategy,2019-Oct-10 13:47:25.920000,VXX,100,25.150000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835795,,FILL
GroupOneStrategy,2019-Oct-10 13:48:11.610000,VXX,-100,25.170000,0.176381,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835796,,FILL
GroupOneStrategy,2019-Oct-10 13:50:08.782000,VXX,100,25.060000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835797,,FILL
GroupOneStrategy,2019-Oct-10 13:50:10.176000,VXX,-100,25.060000,0.176134,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835798,,FILL
GroupOneStrategy,2019-Oct-10 13:50:10.205000,VXX,100,25.060000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835799,,FILL
GroupOneStrategy,2019-Oct-10 13:50:11.909000,VXX,-100,25.060000,0.176134,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835800,,FILL
GroupOneStrategy,2019-Oct-10 13:50:24.795000,VXX,100,24.955000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835801,,FILL
GroupOneStrategy,2019-Oct-10 13:50:34.553000,VXX,-100,25.000000,0.176000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835802,,FILL
GroupOneStrategy,2019-Oct-10 13:50:45.943000,VXX,100,24.970000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835803,,FILL
GroupOneStrategy,2019-Oct-10 13:50:54.986000,VXX,-100,24.970000,0.175933,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835804,,FILL
GroupOneStrategy,2019-Oct-10 13:51:14.368000,VXX,100,24.890000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835805,,FILL
GroupOneStrategy,2019-Oct-10 13:51:56.330000,VXX,-100,24.990000,0.175978,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835806,,FILL
GroupOneStrategy,2019-Oct-10 13:52:16.331000,VXX,100,24.960000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835807,,FILL
GroupOneStrategy,2019-Oct-10 13:52:52.667000,VXX,-100,24.920000,0.175821,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835808,,FILL
GroupOneStrategy,2019-Oct-10 13:55:02.188000,VXX,100,24.845000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835809,,FILL
GroupOneStrategy,2019-Oct-10 13:55:33.452000,VXX,-100,24.840000,0.175642,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835810,,FILL
GroupOneStrategy,2019-Oct-10 13:56:46.777000,VXX,100,24.805000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835811,,FILL
GroupOneStrategy,2019-Oct-10 13:56:50.144000,VXX,-100,24.810000,0.175574,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835812,,FILL
GroupOneStrategy,2019-Oct-10 13:56:57.720000,VXX,100,24.810000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835813,,FILL
GroupOneStrategy,2019-Oct-10 13:57:05.200000,VXX,-100,24.810000,0.175574,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835814,,FILL
GroupOneStrategy,2019-Oct-10 14:00:13.463000,VXX,100,24.645000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835815,,FILL
GroupOneStrategy,2019-Oct-10 14:00:15.497000,VXX,-100,24.645000,0.175205,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835816,,FILL
GroupOneStrategy,2019-Oct-10 14:00:18.855000,VXX,100,24.645000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835817,,FILL
GroupOneStrategy,2019-Oct-10 14:00:22.466000,VXX,-100,24.645000,0.175205,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361438677835818,,FILL
