StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason
GroupOneStrategy,2019-Oct-10 13:32:00.518000,2019-Oct-10 13:32:00.518000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.290000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797436,,
GroupOneStrategy,2019-Oct-10 13:35:16.669000,2019-Oct-10 13:35:16.669000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.200000,0.176448,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797437,,
GroupOneStrategy,2019-Oct-10 13:37:59.964000,2019-Oct-10 13:37:59.964000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.225000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797438,,
GroupOneStrategy,2019-Oct-10 13:39:31.509000,2019-Oct-10 13:39:31.509000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.140000,0.176314,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797439,,
GroupOneStrategy,2019-Oct-10 13:40:14.265000,2019-Oct-10 13:40:14.265000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.155000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797440,,
GroupOneStrategy,2019-Oct-10 13:40:41.733000,2019-Oct-10 13:40:41.733000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.155000,0.176347,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797441,,
GroupOneStrategy,2019-Oct-10 13:41:22.977000,2019-Oct-10 13:41:22.977000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.155000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797442,,
GroupOneStrategy,2019-Oct-10 13:42:09.411000,2019-Oct-10 13:42:09.411000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.155000,0.176347,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797443,,
GroupOneStrategy,2019-Oct-10 13:43:02.321000,2019-Oct-10 13:43:02.321000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.170000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797444,,
GroupOneStrategy,2019-Oct-10 13:43:12.454000,2019-Oct-10 13:43:12.454000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.170000,0.176381,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797445,,
GroupOneStrategy,2019-Oct-10 13:47:25.920000,2019-Oct-10 13:47:25.920000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.150000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797446,,
GroupOneStrategy,2019-Oct-10 13:48:11.610000,2019-Oct-10 13:48:11.610000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.170000,0.176381,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797447,,
GroupOneStrategy,2019-Oct-10 13:50:08.782000,2019-Oct-10 13:50:08.782000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.060000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797448,,
GroupOneStrategy,2019-Oct-10 13:50:10.176000,2019-Oct-10 13:50:10.176000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.060000,0.176134,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797449,,
GroupOneStrategy,2019-Oct-10 13:50:10.205000,2019-Oct-10 13:50:10.205000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,25.060000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797450,,
GroupOneStrategy,2019-Oct-10 13:50:11.909000,2019-Oct-10 13:50:11.909000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.060000,0.176134,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797451,,
GroupOneStrategy,2019-Oct-10 13:50:24.795000,2019-Oct-10 13:50:24.795000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,24.955000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797452,,
GroupOneStrategy,2019-Oct-10 13:50:34.553000,2019-Oct-10 13:50:34.553000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,25.000000,0.176000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797453,,
GroupOneStrategy,2019-Oct-10 13:50:45.943000,2019-Oct-10 13:50:45.943000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,24.970000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797454,,
GroupOneStrategy,2019-Oct-10 13:50:54.986000,2019-Oct-10 13:50:54.986000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,24.970000,0.175933,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797455,,
GroupOneStrategy,2019-Oct-10 13:51:14.368000,2019-Oct-10 13:51:14.368000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,24.890000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797456,,
GroupOneStrategy,2019-Oct-10 13:51:56.330000,2019-Oct-10 13:51:56.330000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,24.990000,0.175978,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797457,,
GroupOneStrategy,2019-Oct-10 13:52:16.331000,2019-Oct-10 13:52:16.331000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,24.960000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797458,,
GroupOneStrategy,2019-Oct-10 13:52:52.667000,2019-Oct-10 13:52:52.667000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,24.920000,0.175821,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797459,,
GroupOneStrategy,2019-Oct-10 13:55:02.188000,2019-Oct-10 13:55:02.188000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,24.845000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797460,,
GroupOneStrategy,2019-Oct-10 13:55:33.452000,2019-Oct-10 13:55:33.452000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,24.840000,0.175642,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797461,,
GroupOneStrategy,2019-Oct-10 13:56:46.777000,2019-Oct-10 13:56:46.777000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,24.805000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797462,,
GroupOneStrategy,2019-Oct-10 13:56:50.144000,2019-Oct-10 13:56:50.144000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,24.810000,0.175574,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797463,,
GroupOneStrategy,2019-Oct-10 13:56:57.720000,2019-Oct-10 13:56:57.720000,FILLED,FILL,VXX,BUY,MARKET,DAY,0.200000,100,0,100,0,24.810000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797464,,
GroupOneStrategy,2019-Oct-10 13:57:05.200000,2019-Oct-10 13:57:05.200000,FILLED,FILL,VXX,SELL,MARKET,DAY,-0.200000,-100,0,-100,0,24.810000,0.175574,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,361442972797465,,
