StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
GroupOneStrategy,2019-Oct-10 13:32:00.518000,VXX,100,25.290000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797436,,FILL
GroupOneStrategy,2019-Oct-10 13:35:16.669000,VXX,-100,25.200000,0.176448,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797437,,FILL
GroupOneStrategy,2019-Oct-10 13:37:59.964000,VXX,100,25.225000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797438,,FILL
GroupOneStrategy,2019-Oct-10 13:39:31.509000,VXX,-100,25.140000,0.176314,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797439,,FILL
GroupOneStrategy,2019-Oct-10 13:40:14.265000,VXX,100,25.155000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797440,,FILL
GroupOneStrategy,2019-Oct-10 13:40:41.733000,VXX,-100,25.155000,0.176347,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797441,,FILL
GroupOneStrategy,2019-Oct-10 13:41:22.977000,VXX,100,25.155000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797442,,FILL
GroupOneStrategy,2019-Oct-10 13:42:09.411000,VXX,-100,25.155000,0.176347,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797443,,FILL
GroupOneStrategy,2019-Oct-10 13:43:02.321000,VXX,100,25.170000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797444,,FILL
GroupOneStrategy,2019-Oct-10 13:43:12.454000,VXX,-100,25.170000,0.176381,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797445,,FILL
GroupOneStrategy,2019-Oct-10 13:47:25.920000,VXX,100,25.150000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797446,,FILL
GroupOneStrategy,2019-Oct-10 13:48:11.610000,VXX,-100,25.170000,0.176381,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797447,,FILL
GroupOneStrategy,2019-Oct-10 13:50:08.782000,VXX,100,25.060000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797448,,FILL
GroupOneStrategy,2019-Oct-10 13:50:10.176000,VXX,-100,25.060000,0.176134,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797449,,FILL
GroupOneStrategy,2019-Oct-10 13:50:10.205000,VXX,100,25.060000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797450,,FILL
GroupOneStrategy,2019-Oct-10 13:50:11.909000,VXX,-100,25.060000,0.176134,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797451,,FILL
GroupOneStrategy,2019-Oct-10 13:50:24.795000,VXX,100,24.955000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797452,,FILL
GroupOneStrategy,2019-Oct-10 13:50:34.553000,VXX,-100,25.000000,0.176000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797453,,FILL
GroupOneStrategy,2019-Oct-10 13:50:45.943000,VXX,100,24.970000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797454,,FILL
GroupOneStrategy,2019-Oct-10 13:50:54.986000,VXX,-100,24.970000,0.175933,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797455,,FILL
GroupOneStrategy,2019-Oct-10 13:51:14.368000,VXX,100,24.890000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797456,,FILL
GroupOneStrategy,2019-Oct-10 13:51:56.330000,VXX,-100,24.990000,0.175978,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797457,,FILL
GroupOneStrategy,2019-Oct-10 13:52:16.331000,VXX,100,24.960000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797458,,FILL
GroupOneStrategy,2019-Oct-10 13:52:52.667000,VXX,-100,24.920000,0.175821,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797459,,FILL
GroupOneStrategy,2019-Oct-10 13:55:02.188000,VXX,100,24.845000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797460,,FILL
GroupOneStrategy,2019-Oct-10 13:55:33.452000,VXX,-100,24.840000,0.175642,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797461,,FILL
GroupOneStrategy,2019-Oct-10 13:56:46.777000,VXX,100,24.805000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797462,,FILL
GroupOneStrategy,2019-Oct-10 13:56:50.144000,VXX,-100,24.810000,0.175574,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797463,,FILL
GroupOneStrategy,2019-Oct-10 13:56:57.720000,VXX,100,24.810000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797464,,FILL
GroupOneStrategy,2019-Oct-10 13:57:05.200000,VXX,-100,24.810000,0.175574,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797465,,FILL
GroupOneStrategy,2019-Oct-10 14:00:13.463000,VXX,100,24.645000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797466,,FILL
GroupOneStrategy,2019-Oct-10 14:00:15.497000,VXX,-100,24.645000,0.175205,REMOVED,0,,SIM-1001-101,dlariviere,IEX,361442972797467,,FILL
